state_code,year,month,value,country
1,1964,6,78.4,Alabama
1,1964,7,78.1,Alabama
1,1964,8,78.1,Alabama
1,1964,9,74.6,Alabama
1,1964,10,59.8,Alabama
1,1964,11,56.3,Alabama
1,1964,12,48.3,Alabama
1,1965,1,46.5,Alabama
1,1965,2,46.4,Alabama
1,1965,3,51.3,Alabama
1,1965,4,66.1,Alabama
1,1965,5,72.6,Alabama
1,1965,6,75.7,Alabama
1,1965,7,78.8,Alabama
1,1965,8,78.4,Alabama
1,1965,9,74.8,Alabama
1,1965,10,62.1,Alabama
1,1965,11,56.9,Alabama
1,1965,12,46.6,Alabama
1,1966,1,40.0,Alabama
1,1966,2,46.6,Alabama
1,1966,3,53.2,Alabama
1,1966,4,63.4,Alabama
1,1966,5,69.3,Alabama
1,1966,6,74.2,Alabama
1,1966,7,80.9,Alabama
1,1966,8,77.5,Alabama
1,1966,9,72.9,Alabama
1,1966,10,61.5,Alabama
1,1966,11,54.4,Alabama
1,1966,12,45.8,Alabama
1,1967,1,45.4,Alabama
1,1967,2,44.3,Alabama
1,1967,3,58.7,Alabama
1,1967,4,67.9,Alabama
1,1967,5,68.8,Alabama
1,1967,6,76.3,Alabama
1,1967,7,76.1,Alabama
